anime_id,name,genre,type,episodes,rating,members
60,"Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari","Drama, Magic, Psychological, Thriller",Movie,1,8.31,88164
61,"Aria The Natural","Fantasy, Sci-Fi, Shounen, Slice of Life",TV,26,8.3,39596
62,"Summer Wars","Comedy, Sci-Fi",Movie,1,8.3,223359
63,"Gyakkyou Burai Kaiji: Hakairoku-hen","Game, Psychological, Seinen, Thriller",TV,26,8.29,55566
64,"Kaiba","Adventure, Mystery, Romance, Sci-Fi",TV,12,8.29,56927
65,"Gankutsuou","Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24,8.27,103828
66,"Space☆Dandy 2nd Season","Comedy, Sci-Fi, Space",TV,13,8.27,60918
67,"Eve no Jikan","Sci-Fi, Slice of Life",ONA,6,8.26,99074
68,"Eve no Jikan (Movie)","Sci-Fi, Slice of Life",Movie,1,8.26,66376
69,"Saint Seiya: Meiou Hades Juuni Kyuu-hen","Adventure, Sci-Fi, Shounen",OVA,13,8.26,23701
70,"Zankyou no Terror","Psychological, Thriller",TV,11,8.26,342893
71,"Darker than Black: Kuro no Keiyakusha","Action, Mystery, Sci-Fi, Super Power",TV,25,8.25,440334
72,"Yuusha-Ou GaoGaiGar Final","Adventure, Drama, Mecha, Sci-Fi, Shounen",OVA,8,8.25,5001
73,"Mobile Suit Gundam 00","Action, Drama, Mecha, Military, Sci-Fi, Space",TV,25,8.24,120351
74,"Perfect Blue","Dementia, Drama, Horror, Psychological",Movie,1,8.23,117565
75,"Sakasama no Patema","Sci-Fi, Seinen",Movie,1,8.23,89749
76,"Ghost in the Shell: Stand Alone Complex - Solid State Society","Mecha, Military, Mystery, Police, Sci-Fi, Seinen",Special,1,8.22,55247
77,"Shoujo Kakumei Utena","Drama, Fantasy, Psychological, Shoujo",TV,39,8.22,77464
78,"Evangelion: 1.0 You Are (Not) Alone","Action, Mecha, Sci-Fi",Movie,1,8.21,194561
79,"Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture","Action, Drama, Military, Sci-Fi, Space",Movie,1,8.21,11808
80,"Mobile Suit Gundam 00 Second Season","Action, Drama, Mecha, Military, Sci-Fi, Space",TV,25,8.21,86972
81,"Aria The Avvenire","Fantasy, Sci-Fi, Shounen, Slice of Life",Special,3,8.2,9500
82,"Ginga Eiyuu Densetsu Gaiden: Senoku no Hoshi, Senoku no Hikari","Action, Military, Sci-Fi, Space",OVA,24,8.2,8621
83,"Gintama: Jump Festa 2014 Special","Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Special,1,8.2,13764
84,"Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season","Action, Drama, Mecha, Sci-Fi, Space",TV,25,8.2,21210
85,"Dennou Coil","Adventure, Comedy, Drama, Mystery, Sci-Fi",TV,26,8.19,76860
86,"Eureka Seven","Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,8.19,239570
87,"Ghost in the Shell: Stand Alone Complex - The Laughing Man","Action, Mecha, Mystery, Police, Psychological, Sci-Fi, Seinen",Special,1,8.19,21435
88,"Higurashi no Naku Koro ni","Horror, Mystery, Psychological, Supernatural, Thriller",TV,26,8.17,359494
89,"Interstella5555: The 5tory of The 5ecret 5tar 5ystem","Adventure, Drama, Music, Sci-Fi",Music,1,8.17,31464
90,"xxxHOLiC Shunmuki","Comedy, Drama, Mystery, Psychological, Supernatural",OVA,2,8.17,40401
91,"Zetsuen no Tempest","Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen",TV,24,8.17,259900
92,"Mirai Shounen Conan","Adventure, Drama, Sci-Fi",TV,26,8.16,15557
93,"Toaru Kagaku no Railgun S","Action, Sci-Fi, Super Power",TV,24,8.16,137105
94,"Akira","Action, Adventure, Horror, Military, Sci-Fi, Supernatural",Movie,1,8.15,215897
95,"Paprika","Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",Movie,1,8.15,163308
96,"Aria The OVA: Arietta","Fantasy, Sci-Fi, Shounen, Slice of Life",OVA,1,8.13,20629
97,"Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi","Action, Comedy, Historical, Mecha, Parody, Samurai, Sci-Fi, Shounen",Special,1,8.13,29331
98,"Mobile Suit Gundam: The 08th MS Team","Adventure, Drama, Mecha, Military, Romance, Sci-Fi",OVA,12,8.13,34177
99,"Wolf&#039;s Rain OVA","Adventure, Drama, Psychological, Sci-Fi, Supernatural",OVA,4,8.13,37679
100,"Aoki Hagane no Arpeggio: Ars Nova Cadenza","Action, Sci-Fi, Seinen",Movie,1,8.12,12353
101,"Ghost in the Shell 2.0","Action, Mecha, Police, Psychological, Sci-Fi, Seinen",Movie,1,8.12,51789
102,"Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven","Action, Mecha, Sci-Fi",Special,1,8.12,16614
103,"Ginga Sengoku Gunyuuden Rai","Adventure, Romance, Sci-Fi, Shounen, Space",TV,52,8.12,5308
104,"Stand By Me Doraemon","Comedy, Kids, Sci-Fi, Shounen",Movie,1,8.12,5712
105,"Tekkon Kinkreet","Action, Adventure, Psychological, Supernatural",Movie,1,8.11,46018
106,"xxxHOLiC","Comedy, Drama, Mystery, Psychological, Supernatural",TV,24,8.11,150872
107,"Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen","Action, Horror, Mystery, Psychological",Special,1,8.1,29969
108,"Ginga Eiyuu Densetsu Gaiden: Rasen Meikyuu","Drama, Military, Sci-Fi, Space",OVA,28,8.1,7712
109,"Darker than Black: Kuro no Keiyakusha Gaiden","Action, Mystery, Sci-Fi, Super Power",Special,4,8.09,136135
110,"Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai","Action, Historical, Military, Sci-Fi, Space",Movie,1,8.09,15069
111,"Hybrid Child","Drama, Historical, Romance, Sci-Fi, Shounen Ai",OVA,4,8.09,26036
112,"Kuuchuu Buranko","Comedy, Drama, Psychological, Seinen",TV,11,8.09,41521
113,"Macross: Do You Remember Love?","Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1,8.09,19240
114,"Grisaia no Rakuen","Drama, Harem, Psychological, Romance",TV,10,8.08,111962
115,"Jigoku Shoujo Futakomori","Horror, Mystery, Psychological, Supernatural",TV,26,8.08,79816
116,"Mawaru Penguindrum","Comedy, Drama, Mystery, Psychological",TV,24,8.08,156689
117,"Trigun: Badlands Rumble","Action, Comedy, Sci-Fi",Movie,1,8.08,68181
118,"Haibane Renmei","Drama, Fantasy, Mystery, Psychological, Slice of Life",TV,13,8.07,120731
119,"Macross","Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,36,8.07,44157
120,"Mirai Nikki (TV)","Action, Mystery, Psychological, Shounen, Supernatural, Thriller",TV,26,8.07,657190
121,"Terra e... (TV)","Action, Drama, Military, Sci-Fi, Space",TV,24,8.07,36941
122,"Tokyo Ghoul","Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12,8.07,618056
123,"FLCL","Action, Comedy, Dementia, Mecha, Parody, Sci-Fi",OVA,6,8.06,305165
124,"Macross F Movie 2: Sayonara no Tsubasa","Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1,8.06,17826
125,"Suzumiya Haruhi no Yuuutsu","Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",TV,14,8.06,428569
126,"Death Billiards","Drama, Game, Mystery, Psychological, Thriller",Movie,1,8.04,95690
127,"xxxHOLiC Movie: Manatsu no Yoru no Yume","Comedy, Drama, Mystery, Psychological, Supernatural",Movie,1,8.04,41547
128,"Ergo Proxy","Mystery, Psychological, Sci-Fi",TV,23,8.03,265005
129,"Higashi no Eden","Action, Comedy, Drama, Mystery, Romance, Sci-Fi, Thriller",TV,11,8.03,276593
130,"Mobile Suit Zeta Gundam","Drama, Mecha, Military, Sci-Fi, Space",TV,50,8.03,28959
131,"Saint Seiya","Adventure, Fantasy, Sci-Fi, Shounen",TV,114,8.03,70559
132,"Macross F","Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,25,8.02,95551
133,"Touhai Densetsu Akagi: Yami ni Maiorita Tensai","Game, Psychological, Seinen, Thriller",TV,26,8.02,48127
134,"Giant Robo the Animation: Chikyuu ga Seishi Suru Hi","Action, Mecha, Sci-Fi, Shounen, Super Power",OVA,7,8,12283
135,"Mobile Suit Gundam Thunderbolt","Action, Drama, Mecha, Military, Sci-Fi, Space",ONA,4,8,14419
136,"Hokuto no Ken","Action, Drama, Martial Arts, Sci-Fi, Shounen",TV,109,7.99,40271
137,"Serial Experiments Lain","Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",TV,13,7.99,215829
138,"Gundam Build Fighters","Action, Mecha, Sci-Fi",TV,25,7.98,31606
139,"Seihou Bukyou Outlaw Star","Action, Adventure, Comedy, Sci-Fi, Space",TV,24,7.98,78600
140,"Gungrave","Action, Drama, Sci-Fi, Seinen, Super Power",TV,26,7.97,95825
141,"Musekinin Kanchou Tylor","Comedy, Military, Parody, Sci-Fi, Space",TV,26,7.97,19841
142,"Saint Seiya: Meiou Hades Meikai-hen","Action, Adventure, Demons, Fantasy, Sci-Fi, Shounen, Super Power",OVA,12,7.97,21240
143,"Seikai no Senki II","Action, Military, Romance, Sci-Fi, Space",TV,10,7.97,13888
144,"Top wo Nerae! Gunbuster","Action, Comedy, Drama, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,7.97,51724
145,"Mobile Suit Gundam: Iron-Blooded Orphans","Action, Drama, Mecha, Sci-Fi, Space",TV,25,7.96,60525
146,"Yuusha-Ou GaoGaiGar","Adventure, Mecha, Sci-Fi, Shounen",TV,49,7.96,10031
147,"Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen","Action, Horror, Mystery, Psychological",TV,11,7.95,65503
148,"Plastic Memories","Drama, Romance, Sci-Fi",TV,13,7.95,213493
149,"Psycho-Pass Movie","Action, Military, Police, Sci-Fi",Movie,1,7.95,94677
150,"Sidonia no Kishi: Daikyuu Wakusei Seneki","Action, Mecha, Sci-Fi, Seinen, Space",TV,12,7.95,57665
151,"Vampire Hunter D (2000)","Action, Drama, Fantasy, Horror, Romance, Sci-Fi, Vampire",Movie,1,7.95,68229
152,"Last Exile","Action, Adventure, Sci-Fi",TV,26,7.94,104193
153,"Mobile Suit Gundam Wing: Endless Waltz Movie","Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.94,35711
154,"Ghost in the Shell 2: Innocence","Mecha, Military, Police, Psychological, Sci-Fi",Movie,1,7.93,85714
155,"Keroro Gunsou","Comedy, Sci-Fi, Shounen",TV,358,7.93,31632
156,"Macross F Movie 1: Itsuwari no Utahime","Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1,7.93,20637
157,"Mobile Suit Gundam Seed","Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,7.93,96973
158,"Saint Seiya: The Hades Chapter Sanctuary - Yomigaerishi Gold Saint-tachi no Shinwa","Adventure, Sci-Fi, Shounen",Special,2,7.93,4975
159,"To LOVE-Ru Darkness 2nd Specials","Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",Special,2,7.93,22487
160,"Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune","Action, Drama, Military, Sci-Fi, Space",Movie,1,7.93,5431
161,"Wolf&#039;s Rain","Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,7.93,171863
162,"Ghost in the Shell: Stand Alone Complex - Solid State Society 3D","Mecha, Military, Mystery, Police, Sci-Fi, Seinen",Movie,1,7.91,7515
163,"Mobile Suit Gundam Thunderbolt: December Sky","Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.92,2833
164,"To LOVE-Ru Darkness 2nd OVA","Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",OVA,3,7.91,18575
165,"Aoi Bungaku Series","Drama, Historical, Psychological, Seinen, Thriller",TV,12,7.9,93074
166,"Densetsu Kyojin Ideon: Hatsudou-hen","Drama, Mecha, Sci-Fi, Space",Movie,1,7.9,2963
167,"Ginga Tetsudou 999","Adventure, Drama, Sci-Fi, Space",TV,113,7.9,12672
168,"Kumo no Mukou, Yakusoku no Basho","Drama, Military, Romance, Sci-Fi",Movie,1,7.89,103975
169,"Mobile Suit Gundam","Action, Mecha, Military, Sci-Fi, Space",TV,43,7.89,51566
170,"Mobile Suit Gundam III: Encounters in Space","Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.89,11343
171,"Urusei Yatsura Movie 2: Beautiful Dreamer","Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.89,5663
172,"Mind Game","Adventure, Comedy, Dementia, Psychological, Romance",Movie,1,7.88,32756
173,"Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen","Action, Horror, Mystery, Psychological",TV,12,7.87,83343
174,"Jin-Rou","Drama, Military, Police, Psychological, Romance",Movie,1,7.87,62464
175,"Mobile Suit Gundam Wing","Action, Drama, Mecha, Military, Sci-Fi, Space",TV,49,7.87,86001
176,"Mobile Suit Gundam Wing: Endless Waltz","Action, Drama, Mecha, Military, Sci-Fi, Space",OVA,3,7.87,28485
177,"Sidonia no Kishi","Action, Mecha, Sci-Fi, Seinen, Space",TV,12,7.87,118341
178,"Sora no Otoshimono: Tokeijikake no Angeloid","Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",Movie,1,7.87,70391
179,"Soukou Kihei Votoms","Action, Drama, Mecha, Military, Sci-Fi, Space",TV,52,7.87,9008
180,"Toaru Kagaku no Railgun","Action, Sci-Fi, Super Power",TV,24,7.87,231079
181,"Uchuu Kaizoku Captain Harlock","Action, Adventure, Drama, Sci-Fi, Seinen, Space",TV,42,7.87,14869
182,"Macross F: Close Encounter - Deculture Edition","Action, Mecha, Military, Music, Sci-Fi, Space",Special,1,7.86,8911
183,"One Punch Man Specials","Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",Special,6,7.86,75502
184,"Seikai no Senki","Action, Military, Romance, Sci-Fi, Space",TV,13,7.86,18580
185,"Sora no Otoshimono: Forte","Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,12,7.86,146697
186,"Space☆Dandy","Comedy, Sci-Fi, Space",TV,13,7.86,123529
187,"Elfen Lied","Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",TV,13,7.85,623511
188,"Mobile Suit Gundam 0080: War in the Pocket","Adventure, Drama, Mecha, Military, Sci-Fi, Space",OVA,6,7.85,22609
189,"One Punch Man: Road to Hero","Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",OVA,1,7.85,94839
190,"AKB0048: Next Stage","Music, Sci-Fi",TV,13,7.84,22302
191,"Change!! Getter Robo: Sekai Saigo no Hi","Action, Adventure, Horror, Mecha, Psychological, Sci-Fi, Shounen",OVA,13,7.84,5606
192,"Death Note Rewrite","Mystery, Police, Psychological, Supernatural, Thriller",Special,2,7.84,88699
193,"Memories","Drama, Horror, Psychological, Sci-Fi",Movie,3,7.84,38643
194,"Seikai no Senki III","Action, Military, Romance, Sci-Fi, Space",OVA,2,7.84,11044
195,"Space Cobra","Action, Adventure, Sci-Fi, Space",TV,31,7.84,6919
196,"Toaru Majutsu no Index II","Action, Magic, Sci-Fi, Super Power",TV,24,7.84,184520
197,"Tsuritama","Comedy, Sci-Fi, Slice of Life, Sports",TV,12,7.84,90625
198,"Mobile Police Patlabor 2: The Movie","Drama, Mecha, Mystery, Police, Sci-Fi",Movie,1,7.83,11957
199,"Seikai no Monshou","Action, Military, Romance, Sci-Fi, Space",TV,13,7.83,26379
200,"Tetsuwan Birdy Decode:02","Action, Comedy, Sci-Fi",TV,12,7.83,29622
201,"Bokurano","Drama, Mecha, Psychological, Sci-Fi",TV,24,7.82,81408
202,"Bounen no Xamdou","Action, Military, Sci-Fi",ONA,26,7.82,79026
203,"Macross Plus","Drama, Mecha, Military, Romance, Sci-Fi, Space",OVA,4,7.82,23138
204,"Macross Plus Movie Edition","Action, Adventure, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,7.82,8405
205,"To LOVE-Ru Darkness","Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,12,7.82,135929
206,"To LOVE-Ru Darkness OVA","Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",OVA,6,7.82,57166
207,"Daa! Daa! Daa!","Comedy, Sci-Fi, Shoujo",TV,78,7.81,12673
208,"Digimon Adventure: Bokura no War Game!","Adventure, Comedy, Kids, Sci-Fi",Movie,1,7.81,37078
209,"Full Metal Panic!","Action, Comedy, Mecha, Military, Sci-Fi",TV,24,7.81,256325
210,"Guilty Crown","Action, Drama, Sci-Fi, Super Power",TV,22,7.81,460959
211,"Ima, Soko ni Iru Boku","Adventure, Drama, Fantasy, Military, Sci-Fi",TV,13,7.81,56839
212,"Jigoku Shoujo Mitsuganae","Mystery, Psychological, Supernatural",TV,26,7.81,58993
213,"Mobile Suit Gundam: Char&#039;s Counterattack","Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.81,19258
214,"Top wo Nerae 2! Diebuster","Action, Comedy, Mecha, Sci-Fi, Space",OVA,6,7.81,38691
215,"To LOVE-Ru Darkness 2nd","Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,12,7.8,73909
216,"Aria The Animation","Fantasy, Sci-Fi, Shounen, Slice of Life",TV,13,7.79,76913
217,"Jigoku Shoujo","Horror, Mystery, Psychological, Supernatural",TV,26,7.79,172415
218,"Orange","Drama, Romance, School, Sci-Fi, Shoujo",TV,13,7.78,165358
219,"R.O.D OVA","Action, Adventure, Historical, Magic, Mystery, Sci-Fi",OVA,3,7.78,41701
220,"Tenchi Muyou! Ryououki 2nd Season","Action, Comedy, Harem, Sci-Fi, Shounen, Space",OVA,6,7.78,15837
221,"Texhnolyze","Action, Drama, Psychological, Sci-Fi",TV,22,7.78,95859
222,"Urusei Yatsura","Action, Adventure, Comedy, Drama, Romance, Sci-Fi",TV,195,7.78,23020
223,"Utawarerumono","Action, Drama, Fantasy, Sci-Fi",TV,26,7.78,91034
224,"Mobile Suit Gundam 00 Special Edition","Action, Drama, Mecha, Military, Sci-Fi",OVA,3,7.77,7087
225,"Tenchi Muyou! Ryououki","Action, Comedy, Sci-Fi, Shounen, Space",OVA,6,7.77,25902
226,"Doraemon (1979)","Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",TV,1787,7.76,14233
227,"Ginga Tetsudou 999 (Movie)","Adventure, Drama, Fantasy, Sci-Fi, Space",Movie,1,7.76,7237
228,"Mahouka Koukou no Rettousei","Magic, Romance, School, Sci-Fi, Supernatural",TV,26,7.76,285317
229,"No.6","Action, Sci-Fi",TV,11,7.76,168017
230,"Turn A Gundam","Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",TV,50,7.76,20056
231,"Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Special,1,7.75,46276
232,"Kanojo to Kanojo no Neko: Everything Flows","Psychological, Romance, Slice of Life",TV,4,7.75,38765
233,"Kino no Tabi: The Beautiful World - Tou no Kuni","Adventure, Fantasy, Psychological",Special,1,7.75,19211
234,"World Trigger","Action, School, Sci-Fi, Shounen, Supernatural",TV,73,7.75,106872
235,"Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering","Action, Mecha, Sci-Fi, Super Power",TV,12,7.75,1780
236,"Hal","Romance, Sci-Fi, Shoujo",Movie,1,7.74,50812
237,"Mousou Dairinin","Drama, Mystery, Police, Psychological, Supernatural, Thriller",TV,13,7.74,137687
238,"Noein: Mou Hitori no Kimi e","Adventure, Drama, Sci-Fi, Slice of Life",TV,24,7.74,56244
239,"Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season","Action, Drama, Mecha, Military, Sci-Fi",TV,13,7.74,6787
240,"Taiyou no Ko Esteban","Adventure, Historical, Sci-Fi",TV,39,7.74,5424
241,"Flip Flappers","Comedy, Sci-Fi",TV,13,7.73,40945
242,"Uchuu Senkan Yamato","Action, Adventure, Drama, Military, Sci-Fi, Space",TV,26,7.73,10688
243,"Daicon Opening Animations","Action, Adventure, Mecha, Music, Sci-Fi",Special,2,7.72,7174
244,"Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.72,56994
245,"Future GPX Cyber Formula Sin","Drama, Sci-Fi, Shounen, Sports",OVA,5,7.72,1070
246,"Kyoukaisenjou no Horizon II","Action, Fantasy, Sci-Fi",TV,13,7.72,46781
247,"Mobile Police Patlabor: On Television","Comedy, Mecha, Police, Sci-Fi",TV,47,7.72,16130
248,"Mujin Wakusei Survive","Action, Adventure, Fantasy, Sci-Fi, Slice of Life",TV,52,7.72,11684
249,"Ouritsu Uchuugun: Honneamise no Tsubasa","Action, Drama, Military, Sci-Fi, Space",Movie,1,7.72,18469
250,"Urusei Yatsura Movie 5: Final","Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.72,2783
251,"Evangelion: 3.0 You Can (Not) Redo","Action, Mecha, Sci-Fi",Movie,1,7.71,135318
