user_id,anime_id,rating
30,55,6
30,9,4
30,13,10
30,51,10
30,157,9
30,269,7
30,211,9
30,1134,8
30,215,9
30,137,8
30,330,9
30,1313,6
30,151,8
30,2,10
30,3,8
30,462,7
30,165,7
30,203,7
30,237,8
30,25,9
30,212,7
30,5,9
30,6,8
30,423,6
30,68,8
30,181,10
30,363,8
30,950,8
30,1127,8
30,568,7
30,255,7
30,1375,7
30,185,9
30,335,8
30,217,8
30,286,8
30,619,8
30,1,10
30,451,9
30,11,8
30,640,8
30,427,8
30,1207,7
30,1599,6
30,464,7
30,219,8
30,1311,6
31,40,8
31,122,9
31,302,6
31,344,8
31,388,9
31,74,10
31,9,8
31,13,10
31,87,8
31,29,9
31,8,8
31,269,7
31,211,8
31,244,9
31,92,7
31,330,8
31,151,8
31,2,10
31,265,8
31,462,9
31,27,8
31,16,7
31,530,7
31,785,7
31,25,9
31,212,7
31,371,7
31,423,5
31,233,5
31,255,7
32,10,10
32,122,10
32,35,10
32,7,10
32,9,10
32,56,8
32,8,10
32,95,8
32,44,7
32,330,8
32,1313,7
32,2,9
32,3,10
32,182,10
32,460,10
32,23,9
32,25,10
32,5,10
32,6,10
32,294,7
32,531,7
32,423,7
32,187,10
32,338,8
32,181,9
32,363,7
32,950,7
32,110,8
32,568,8
32,19,8
32,255,9
32,1375,7
32,1191,8
32,286,9
32,565,6
32,1,10
32,11,10
32,640,8
32,145,9
32,464,8
32,140,9
32,171,9
32,34,10
33,90,8
33,9,9
33,8,8
33,44,10
34,9,10
34,13,9
34,53,9
34,8,10
34,58,9
34,367,8
34,222,10
34,2,9
34,576,7
34,462,9
34,165,10
34,27,9
34,570,9
34,237,8
34,374,9
34,25,10
34,212,9
34,294,9
35,10,10
35,132,8
35,1038,8
35,853,8
35,943,8
35,508,2
35,749,7
35,239,10
35,422,9
35,194,10
35,295,9
35,763,7
35,653,7
35,94,6
35,9,9
35,978,7
35,819,7
35,1200,8
35,13,8
35,8,9
35,2,10
35,212,9
36,10,10
36,31,9
36,41,9
36,291,7
36,40,9
36,37,10
36,164,9
36,113,8
36,290,9
36,308,8
36,122,10
36,88,10
36,64,10
36,46,9
36,99,9
36,128,9
36,26,10
36,115,10
36,91,9
36,21,10
36,90,8
36,388,6
36,74,10
36,497,6
36,9,10
36,70,10
36,13,9
36,51,9
36,29,9
36,262,9
36,56,8
36,8,10
36,22,10
36,502,8
36,92,8
36,44,8
36,330,7
36,12,10
36,2,9
36,265,7
36,123,10
37,9,10
37,8,10
37,44,10
37,222,10
37,2,10
37,165,10
37,204,9
37,212,9
37,221,9
37,626,9
38,1038,3
38,90,8
38,502,8
38,12,8
39,10,8
39,41,9
39,40,9
39,26,7
39,21,6
39,90,9
39,2,8
40,165,7
41,268,8
42,749,6
43,634,6
43,1236,8
43,1313,7
43,182,10
44,91,9
44,13,10
44,29,8
44,44,9
44,165,7
44,23,9
44,25,10
44,499,7
44,134,10
44,363,8
44,110,10
44,19,9
44,221,8
44,255,10
44,1191,6
44,286,8
44,626,8
44,747,8
45,182,10
46,292,10
46,51,8
47,749,8
47,1216,8
47,152,9
48,634,9
48,268,9
48,122,6
48,238,5
49,10,8
49,291,7
49,88,7
49,51,8
49,1134,7
49,238,9
49,2,10
49,214,8
49,374,9
49,568,7
49,11,8
50,51,9
51,2,10
52,64,10
52,90,8
52,9,10
52,70,6
52,13,10
52,29,10
52,12,9
52,204,6
52,25,8
53,10,7
54,40,8
54,164,8
54,35,9
54,91,7
54,90,8
54,9,9
54,29,8
54,53,8
54,56,7
54,8,8
54,95,8
54,211,8
54,137,8
54,330,7
54,151,9
54,662,6
54,2,9
54,165,6
54,570,6
54,237,7
54,530,7
54,196,9
54,23,9
54,374,8
54,25,8
54,212,7
54,294,6
54,68,8
54,1237,6
55,33,9
55,98,10
55,292,8
55,819,7
56,37,9
56,304,8
56,129,10
56,948,8
56,241,9
56,122,8
56,162,8
56,99,9
56,26,9
56,115,9
56,21,8
56,74,7
56,685,8
56,515,8
56,589,7
56,9,9
56,954,9
56,53,9
56,8,9
56,596,10
56,964,7
56,58,8
56,637,9
57,182,6
58,35,8
58,29,10
58,92,10
58,44,9
58,330,9
58,12,7
58,182,9
58,659,9
58,165,9
58,25,10
58,531,10
58,423,9
58,696,8
58,568,7
58,19,7
58,255,7
58,109,9
58,219,9
58,171,9
58,34,6
59,164,8
59,431,9
59,738,8
59,122,9
59,381,8
59,497,10
59,312,8
59,51,9
59,29,10
59,48,8
59,228,9
59,92,10
59,238,8
59,81,9
59,2,10
59,27,10
59,204,8
59,25,8
59,255,7
59,11,8
59,427,7
60,10,10
60,40,10
60,28,10
60,287,9
60,943,9
60,35,10
60,91,10
60,685,6
60,764,9
60,978,9
60,1200,9
60,245,9
60,479,9
60,446,7
60,652,9
60,314,7
60,215,9
60,235,9
60,142,9
60,662,9
60,135,9
60,1400,9
60,663,9
60,237,10
60,530,9
60,1330,7
60,461,9
60,212,9
60,371,9
60,283,10
60,696,10
61,10,8
61,41,8
61,88,5
61,66,10
61,9,9
61,156,8
61,13,8
61,51,9
61,29,9
61,8,9
61,319,4
61,228,8
61,92,6
61,44,9
61,238,6
61,81,7
61,2,10
61,27,8
61,23,6
62,40,6
62,7,10
62,18,9
62,42,9
62,6,10
63,346,8
63,1236,5
63,152,10
63,25,9
63,110,8
63,646,5
63,255,8
64,237,9
65,13,10
65,330,9
65,5,10
65,233,9
65,100,10
66,1038,9
66,685,9
67,72,9
67,1003,5
67,660,7
67,211,7
67,215,8
67,137,7
67,36,7
67,18,9
67,142,8
67,151,8
67,662,8
67,576,6
67,449,8
67,135,8
67,385,7
67,165,9
67,663,7
67,203,8
67,883,7
67,5,10
67,294,8
67,68,8
67,628,8
67,233,7
67,285,8
67,939,8
67,315,8
67,181,9
67,363,7
67,1127,7
67,221,9
68,478,10
68,1047,6
68,542,6
68,233,8
68,19,9
69,37,8
69,64,8
69,346,8
69,51,9
69,633,10
69,269,5
69,211,9
69,137,9
69,375,10
69,238,10
69,330,7
69,151,9
69,2,10
69,208,10
69,165,7
69,888,7
70,1300,8
70,265,8
71,41,8
71,9,9
71,13,9
71,8,9
71,215,7
71,330,8
71,142,7
71,576,8
71,165,7
72,90,9
72,7,9
72,9,9
72,8,9
72,502,8
72,211,8
72,248,9
72,237,9
72,294,9
72,568,8
72,1375,9
73,40,10
73,28,10
73,37,7
73,69,7
73,1038,3
73,88,7
73,302,6
73,943,2
73,99,7
73,508,5
73,822,5
73,298,5
73,90,7
73,791,3
73,445,5
73,148,5
73,9,9
73,70,7
73,13,8
73,29,8
73,56,6
73,8,9
73,22,7
73,201,3
73,502,6
73,12,7
73,2,9
73,27,6
73,16,7
73,25,8
73,934,2
73,19,6
73,221,6
73,255,3
73,335,2
73,626,2
73,38,6
73,34,3
74,40,7
74,634,8
74,164,7
74,256,7
74,308,8
74,122,7
74,64,8
74,90,8
74,9,8
74,13,8
74,51,8
74,8,10
74,157,6
74,211,8
74,238,7
74,12,7
74,151,8
74,2,9
74,165,8
74,204,9
74,237,7
74,530,6
74,1330,5
74,461,7
74,371,6
74,11,7
75,10,8
75,41,7
75,40,9
75,28,9
75,88,10
75,56,9
75,22,10
75,201,7
75,12,9
76,118,9
76,425,6
76,64,5
76,995,2
76,508,7
76,9,9
76,8,10
76,269,7
76,211,8
76,662,6
76,294,8
76,423,6
76,315,8
76,181,9
76,221,8
77,268,5
77,493,6
77,495,9
77,13,10
77,215,5
77,593,6
77,330,8
78,99,5
78,13,10
78,48,7
78,92,6
78,330,7
78,2,10
78,417,8
78,237,9
78,23,10
78,461,8
78,233,9
78,363,3
78,1127,6
78,568,6
79,268,8
79,431,7
79,1094,7
79,270,8
79,90,8
79,1134,8
79,137,8
80,41,6
80,268,7
80,304,7
80,132,6
80,122,8
80,102,7
80,297,8
80,7,8
80,9,9
80,51,8
80,8,10
80,319,7
80,446,8
80,211,8
80,92,8
80,137,7
80,238,8
80,330,8
80,12,9
80,81,7
80,151,8
80,265,7
80,3,8
80,182,8
80,165,7
80,682,7
80,160,7
80,233,8
81,41,9
81,291,9
81,69,9
81,563,5
81,647,8
81,304,7
81,73,6
81,132,8
81,118,9
81,425,9
81,241,10
81,256,9
81,458,9
81,299,9
81,64,9
81,102,7
81,297,7
81,101,7
81,406,9
81,26,9
81,91,6
81,344,7
81,388,9
81,497,6
81,1011,6
81,1344,4
81,1106,6
81,223,8
81,51,10
81,114,8
81,53,9
81,945,7
81,824,7
81,319,10
81,711,6
81,699,7
81,58,9
81,85,9
81,269,8
81,76,6
81,706,8
81,693,7
81,623,6
81,902,7
81,92,8
81,44,7
81,367,9
81,389,10
81,32,10
81,238,10
81,542,8
81,330,8
81,81,8
81,18,9
81,662,8
81,576,8
81,182,6
81,1017,6
81,1073,4
81,165,10
81,785,8
81,261,10
81,25,10
81,212,8
81,294,7
81,423,7
81,233,8
81,187,7
81,231,9
81,284,10
81,285,7
81,207,9
81,134,8
82,304,9
82,165,10
82,888,8
82,233,10
83,40,9
83,28,10
83,466,7
83,268,7
83,957,4
83,287,9
83,458,7
83,299,8
83,431,7
83,917,8
83,921,7
83,99,9
83,170,7
83,1359,7
83,559,8
83,106,9
83,56,8
83,22,8
83,201,9
83,100,9
84,346,10
84,2037,10
84,182,10
84,23,10
85,70,10
85,29,10
85,44,10
86,182,7
86,212,7
87,212,8
87,294,9
87,233,9
88,268,6
88,88,7
88,35,9
88,90,6
88,9,8
88,53,7
88,8,8
88,48,7
88,58,7
88,215,5
89,268,6
89,304,9
89,164,8
89,88,7
89,270,3
89,90,8
89,495,5
89,13,9
89,1134,7
89,92,10
89,44,8
89,893,7
89,576,6
89,460,9
89,237,9
89,785,10
89,25,9
89,283,7
89,363,7
89,19,8
89,286,7
89,171,10
90,90,9
90,502,8
90,12,10
90,25,10
90,294,7
91,41,9
91,304,9
91,164,10
91,13,9
91,446,10
91,1003,8
91,314,10
91,215,10
91,937,7
91,367,7
91,235,10
91,142,10
91,662,9
91,248,10
91,530,10
91,160,10
91,294,10
91,371,10
92,297,6
92,128,7
92,303,5
92,91,9
92,495,5
92,609,5
92,1767,4
92,1408,5
92,1567,5
92,1675,5
92,29,7
92,2040,5
92,262,6
92,824,6
92,48,5
92,706,5
92,92,7
92,1757,5
92,2038,5
92,330,8
92,49,5
92,1300,5
92,1313,6
92,616,5
92,2,7
92,182,9
92,659,7
92,462,6
92,165,9
92,83,9
92,204,5
92,16,6
92,237,7
92,785,8
92,654,7
92,529,8
92,20,10
92,54,7
92,152,10
92,23,10
92,682,6
92,374,9
92,25,10
92,1330,6
92,1284,5
92,461,6
92,499,7
92,212,6
92,423,7
92,233,9
92,187,7
92,976,8
92,537,9
92,441,6
92,134,10
92,143,7
92,363,6
92,1756,4
92,696,7
92,487,6
92,568,5
92,19,9
92,554,10
92,646,9
92,517,9
92,221,7
92,1041,7
92,255,9
92,47,5
92,1375,5
92,485,6
92,111,9
92,286,9
92,626,6
92,1441,4
92,427,7
92,107,10
92,862,7
92,1599,6
92,140,8
92,1552,5
92,219,8
92,97,7
92,1259,6
92,429,8
92,171,10
93,304,7
93,9,8
94,40,4
94,28,5
94,268,8
94,493,8
94,482,7
94,1538,5
94,919,5
94,519,7
94,13,8
94,48,9
94,92,8
94,214,8
94,294,5
94,233,7
95,10,9
95,41,9
95,40,9
95,647,7
95,112,9
95,526,8
95,609,7
95,13,9
95,699,8
95,157,8
95,215,7
95,137,8
95,12,9
95,142,7
95,135,7
96,40,6
96,311,6
96,28,6
96,304,6
96,287,6
96,1038,7
96,754,6
96,691,7
96,879,9
96,791,7
96,928,8
96,539,7
96,692,7
96,639,8
96,239,7
96,422,6
96,194,9
96,295,8
96,9,6
96,13,7
96,51,7
96,2038,5
96,1313,5
96,182,7
96,213,6
96,394,8
96,25,6
96,423,6
96,233,6
96,338,6
96,1348,7
96,143,6
96,363,6
97,41,9
97,40,8
97,634,9
97,88,10
97,995,9
97,1009,9
97,723,9
97,1046,8
97,904,8
97,70,10
97,1366,8
97,855,8
97,459,8
97,1089,8
97,330,8
97,417,9
97,460,9
97,1225,8
98,10,9
98,41,9
98,256,9
98,431,7
98,88,7
98,297,8
98,1781,1
98,381,7
98,91,9
98,9,10
98,51,9
98,29,9
98,8,10
98,1219,7
98,228,9
98,92,9
98,238,9
98,330,9
98,81,9
98,2,10
98,576,7
98,659,8
98,27,9
98,16,9
98,237,9
98,25,9
98,461,8
98,212,8
98,221,9
99,446,8
99,211,10
99,137,10
99,151,10
99,662,9
99,248,9
99,204,8
99,772,7
99,530,8
99,160,9
99,212,7
99,294,9
99,371,8
99,68,10
99,628,10
99,233,9
99,187,10
99,939,8
100,51,9
100,29,9
100,92,8
100,2,9
101,35,10
101,44,9
102,268,8
102,446,8
102,269,6
102,893,6
102,662,8
102,248,8
102,576,6
102,165,7
102,160,8
103,634,6
104,10,10
104,31,9
104,40,9
104,28,9
104,37,10
104,69,9
104,634,8
104,304,7
104,88,7
104,46,9
104,302,6
104,99,8
104,508,6
104,490,6
104,26,8
104,112,7
104,303,7
104,91,9
104,90,6
104,106,8
104,495,7
104,168,8
104,1046,7
104,904,7
104,9,7
104,70,9
104,13,9
104,51,9
104,209,7
104,759,7
104,29,8
104,163,7
104,392,7
104,56,8
104,8,7
104,245,7
104,419,7
104,319,6
104,22,9
104,201,8
104,502,5
104,44,8
104,238,7
104,330,6
104,12,7
104,81,7
104,2,9
104,659,6
104,16,8
104,23,9
104,25,7
104,212,4
104,134,5
104,181,3
104,363,3
104,950,4
104,1127,3
104,696,3
104,568,5
104,1232,4
104,19,9
104,517,6
104,221,5
104,1041,4
104,255,6
104,286,5
104,626,5
104,565,7
104,11,9
105,69,6
105,287,4
105,64,4
105,90,9
105,9,8
105,8,7
105,502,9
105,12,10
105,2,10
105,25,8
105,181,9
105,255,7
106,56,7
106,22,9
106,201,8
106,662,9
106,165,8
106,663,9
106,237,9
106,682,7
106,461,9
106,212,8
106,939,8
106,100,9
106,19,9
106,301,9
107,35,9
108,13,10
108,109,8
109,163,8
109,392,9
109,245,8
109,549,9
109,679,5
109,612,7
109,446,10
109,989,7
109,659,10
109,160,10
110,40,9
110,88,9
110,35,10
110,90,10
110,330,8
110,182,10
110,152,10
110,423,10
110,338,9
110,316,10
110,669,9
110,219,9
111,40,6
111,73,8
111,1038,7
111,508,8
111,490,8
111,7,9
111,372,6
111,275,6
111,130,6
111,9,8
111,13,8
111,163,9
111,392,7
111,8,9
111,245,8
111,211,5
111,2,10
111,576,6
111,3,8
111,462,6
111,165,4
111,16,8
111,237,8
111,5,10
111,6,9
111,233,8
111,338,8
112,51,8
113,10,10
113,31,9
113,40,10
113,28,10
113,37,7
113,115,7
113,170,6
113,91,6
113,90,7
113,43,6
113,9,8
113,70,9
113,13,8
113,51,6
113,29,7
113,71,7
113,8,8
113,14,8
113,502,7
113,211,7
113,44,8
113,137,7
113,39,9
113,257,4
113,12,7
113,151,5
113,2,9
113,23,10
113,25,7
113,68,8
113,19,7
114,662,9
114,248,8
114,576,8
114,165,9
114,196,9
114,160,9
115,37,5
115,88,7
115,90,8
115,9,8
115,13,7
115,8,9
115,211,9
115,1134,6
115,92,5
115,137,10
115,257,8
115,330,7
115,662,6
115,2,10
115,576,6
115,659,6
115,165,9
115,570,8
115,237,9
115,261,6
115,682,6
115,294,8
115,283,10
115,315,9
115,181,6
115,363,7
115,696,8
115,568,10
115,619,6
116,92,8
116,662,7
116,2,9
116,27,9
117,40,8
117,37,9
117,634,8
117,268,7
117,957,6
117,164,9
117,287,6
117,308,7
117,122,9
117,1038,7
117,508,7
117,958,7
117,490,8
117,26,9
117,115,8
117,90,9
117,398,7
117,9,10
117,51,9
117,751,10
117,8,10
117,76,9
117,1134,7
117,92,9
117,238,9
117,542,9
117,330,9
117,659,8
118,41,7
118,241,8
118,122,7
118,878,7
118,9,7
118,8,7
118,85,7
118,637,8
118,1313,9
118,182,7
118,214,9
118,987,8
118,423,7
118,187,9
118,950,7
118,1375,7
119,10,9
119,31,9
119,41,7
119,291,7
119,174,7
119,40,10
119,311,9
119,28,10
119,37,10
119,69,9
119,466,8
119,268,8
119,118,9
119,287,9
119,1086,9
119,290,8
119,458,7
119,299,7
119,122,8
119,88,8
119,64,8
119,302,8
119,995,8
119,99,9
119,128,9
119,26,9
119,115,10
119,170,10
119,35,9
119,112,7
119,2037,8
119,526,7
119,559,7
119,91,9
119,21,9
119,90,9
119,43,10
119,495,9
119,74,7
119,1454,8
119,864,6
119,685,8
119,688,7
119,55,9
119,9,9
119,1675,7
119,246,8
119,766,8
119,70,9
119,13,9
119,51,8
119,977,8
119,759,8
119,29,8
119,71,9
119,56,8
119,8,9
119,855,8
119,48,9
119,479,8
119,459,8
119,14,10
119,1677,6
119,1610,7
119,401,9
119,45,8
119,22,8
119,201,8
119,300,8
119,85,8
119,228,7
119,502,9
119,15,9
119,211,8
119,76,10
119,652,8
119,1134,6
119,504,9
119,273,9
119,92,9
119,215,8
119,137,7
119,238,8
119,257,9
119,330,9
119,81,8
119,49,7
119,1294,8
119,242,7
119,1313,7
119,151,7
119,2,10
119,123,8
119,182,7
119,659,8
119,165,9
119,317,7
119,23,8
119,25,8
119,68,7
120,137,8
121,10,8
121,41,8
121,291,8
121,40,7
121,28,6
121,164,7
121,122,7
121,1038,5
121,239,7
121,184,5
121,9,8
121,56,7
121,8,8
121,446,7
121,22,7
121,201,7
121,85,9
121,330,7
121,662,7
121,2,8
121,462,7
121,165,7
121,16,8
121,394,8
121,212,8
122,260,10
122,237,7
123,40,8
123,28,7
123,122,10
123,770,6
123,302,7
123,128,7
123,170,10
123,35,10
123,559,7
123,1024,6
123,48,10
123,1398,8
123,265,10
124,40,6
124,164,8
124,132,7
124,118,9
124,425,9
124,241,7
124,64,6
124,9,10
124,13,9
124,51,9
124,53,7
124,56,8
124,945,7
124,8,10
124,22,8
124,201,8
124,58,8
124,269,7
124,137,6
124,238,7
124,81,7
124,662,7
124,576,7
124,165,8
124,212,7
124,294,7
124,354,7
124,68,8
124,233,7
124,284,7
124,681,6
124,939,6
124,283,7
124,315,7
124,134,7
124,181,8
124,363,7
124,696,7
124,487,7
124,221,8
124,286,8
124,626,7
124,640,8
124,107,8
124,1207,6
124,464,8
125,69,7
125,466,6
125,974,7
125,1082,7
125,90,7
125,9,6
125,70,7
125,29,6
125,44,5
126,41,10
126,830,9
126,398,9
126,13,9
127,302,9
127,211,10
127,330,9
127,151,10
127,165,8
127,54,10
127,25,10
127,363,7
127,255,9
128,69,10
128,304,7
128,1685,8
128,419,9
128,137,10
128,449,10
128,530,10
128,371,10
129,118,10
129,425,10
129,994,8
129,330,9
129,1313,8
129,2,10
129,3,10
129,659,8
129,214,8
129,16,10
129,254,7
129,19,10
129,221,8
130,10,7
130,37,10
130,69,9
130,128,8
130,35,8
130,9,8
130,13,7
130,29,8
130,8,8
130,92,10
130,2,10
130,576,7
130,237,7
130,25,8
130,681,8
130,19,9
130,255,7
130,11,7
131,939,10
132,10,10
132,88,8
132,91,8
133,40,10
133,28,10
133,56,8
133,22,9
134,41,8
134,40,8
134,164,6
134,91,9
134,90,8
134,1236,9
134,9,8
134,51,10
134,53,10
134,56,9
134,8,9
134,58,10
134,502,7
134,238,6
134,330,7
134,81,9
134,662,7
134,2,10
134,576,5
134,663,7
134,25,8
134,212,8
134,939,5
134,363,8
134,1127,4
134,696,5
134,934,4
134,427,10
134,219,7
135,10,10
135,128,10
135,26,9
135,9,10
135,53,9
135,56,9
135,8,10
135,22,10
135,201,9
135,2,10
135,16,10
135,25,9
136,40,10
136,311,10
136,28,10
136,99,9
136,70,10
136,2,9
137,9,10
137,8,10
138,330,8
138,237,8
138,461,8
138,294,8
138,285,8
139,40,5
139,164,8
139,129,6
139,93,7
139,948,6
139,167,9
139,132,6
139,183,9
139,308,7
139,210,6
139,64,8
139,46,9
139,828,7
139,154,7
139,158,6
139,578,7
139,4,10
139,106,8
139,168,6
139,86,9
139,84,9
139,552,6
139,9,9
139,13,8
139,51,7
139,29,7
139,53,9
139,8,7
139,95,8
139,58,6
139,211,7
139,92,6
139,44,9
139,137,9
139,389,5
139,238,6
139,151,6
139,2,10
139,576,5
139,462,6
139,771,6
139,237,7
139,23,10
139,25,7
139,212,6
139,294,6
139,68,9
139,100,7
139,134,8
139,363,5
139,696,5
139,79,9
139,19,9
139,221,9
139,1004,5
139,301,7
139,335,7
139,626,4
139,432,6
139,11,8
139,124,6
140,749,9
140,2,8
140,181,7
140,640,9
141,10,6
141,634,7
141,268,7
141,431,7
141,122,8
141,88,7
141,346,9
141,1395,7
